,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
13195,58,121,58-121,Leaf,,,,,-0.0454624593,51.5461121,
13196,58,122,58-122,Leaf,,,,,-4.3481974e-05,329.974823,
13197,58,123,58-123,Leaf,,,,,-0.000462750118,4208.34619,
13198,58,124,58-124,Leaf,,,,,-0.0176784247,571.054321,
13199,58,125,58-125,Leaf,,,,,-0.0206924472,1036.104,
13200,58,126,58-126,Leaf,,,,,0.00919076148,134.479935,
13201,58,127,58-127,Leaf,,,,,0.135114893,8.79828739,
13202,58,128,58-128,Leaf,,,,,0.0315041132,16.8722458,
13203,58,129,58-129,Leaf,,,,,-0.0644389838,11.9771147,
13204,58,130,58-130,Leaf,,,,,0.0162160378,222.137711,
13205,58,131,58-131,Leaf,,,,,0.117194511,4.42090607,
13206,58,132,58-132,Leaf,,,,,0.271995276,3.78668141,
13207,58,133,58-133,Leaf,,,,,-0.00302704121,22.7848778,
13208,58,134,58-134,Leaf,,,,,0.0934879556,16.2089386,
13209,58,135,58-135,Leaf,,,,,-0.0342942141,49.0132599,
13210,58,136,58-136,Leaf,,,,,0.0741989762,8.40755463,
13211,58,137,58-137,Leaf,,,,,0.0414153486,155.470947,
13212,58,138,58-138,Leaf,,,,,0.0128663927,155.391953,
13213,58,139,58-139,Leaf,,,,,0.00236250064,1431.52344,
13214,58,140,58-140,Leaf,,,,,-0.00699606026,1095.87598,
13215,58,141,58-141,Leaf,,,,,0.0779544935,24.4967175,
13216,58,142,58-142,Leaf,,,,,0.0174673237,87.9565506,
13217,58,143,58-143,Leaf,,,,,-0.0364273712,65.3165207,
13218,58,144,58-144,Leaf,,,,,-0.0882283896,7.0990963,
13219,58,145,58-145,Leaf,,,,,-0.0818251669,51.9874382,
13220,58,146,58-146,Leaf,,,,,0.00328513538,4.272995,
13221,58,147,58-147,Leaf,,,,,0.101732448,3.04319119,
13222,58,148,58-148,Leaf,,,,,-0.0693691447,4.4745698,
13223,58,149,58-149,Leaf,,,,,-0.0269141179,60.2082176,
13224,58,150,58-150,Leaf,,,,,-0.0677236393,29.6149158,
13225,58,151,58-151,Leaf,,,,,0.0640491173,14.1892185,
13226,58,152,58-152,Leaf,,,,,-0.0759092271,3.10022926,
13227,58,153,58-153,Leaf,,,,,-0.00763712591,27.0218925,
13228,58,154,58-154,Leaf,,,,,-0.0662247911,13.6724081,
13229,58,155,58-155,Leaf,,,,,-0.0622057877,395.022888,
13230,58,156,58-156,Leaf,,,,,0.0397249423,3.28651738,
13231,58,157,58-157,Leaf,,,,,0.115342498,3.132092,
13232,58,158,58-158,Leaf,,,,,-0.0871363804,6.41790771,
13233,58,159,58-159,Leaf,,,,,-0.0349720977,428.286133,
13234,58,160,58-160,Leaf,,,,,0.00617214618,28.0245743,
13235,58,161,58-161,Leaf,,,,,-0.0840744823,23.4930744,
13236,58,162,58-162,Leaf,,,,,-0.0407834351,5.71693468,
13237,58,163,58-163,Leaf,,,,,0.0173210315,23.6512489,
13238,58,164,58-164,Leaf,,,,,-0.0765324757,28.4855118,
13239,58,165,58-165,Leaf,,,,,-0.0684221983,527.028198,
13240,58,166,58-166,Leaf,,,,,-0.0485553481,107.330948,
13241,58,167,58-167,Leaf,,,,,0.0669225007,7.35032225,
13242,58,168,58-168,Leaf,,,,,-0.0245097559,16.0606461,
13243,58,169,58-169,Leaf,,,,,-0.0706114843,22.4906502,
13244,58,170,58-170,Leaf,,,,,0.0215065517,3.08964062,
13245,58,171,58-171,Leaf,,,,,-0.0658194497,362.303192,
13246,58,172,58-172,Leaf,,,,,-0.0843096226,187.540268,
13247,58,175,58-175,Leaf,,,,,-0.00920615252,5.59101486,
13248,58,176,58-176,Leaf,,,,,-0.084117882,11.4079094,
13249,58,177,58-177,Leaf,,,,,-0.0260212813,3.00163507,
13250,58,178,58-178,Leaf,,,,,-0.0855854079,5.35040808,
13251,58,179,58-179,Leaf,,,,,0.0678693652,7.32437038,
13252,58,180,58-180,Leaf,,,,,-0.0718480796,6.14728069,
13253,58,181,58-181,Leaf,,,,,0.143311545,13.5055885,
13254,58,182,58-182,Leaf,,,,,-0.0191718768,4.65960169,
13255,58,183,58-183,Leaf,,,,,0.00817597099,79.7229309,
13256,58,184,58-184,Leaf,,,,,-0.0268850271,116.807907,
13257,58,185,58-185,Leaf,,,,,-0.00167973142,42.2985458,
13258,58,186,58-186,Leaf,,,,,-0.0506145842,82.277153,
13259,58,187,58-187,Leaf,,,,,-0.0414818525,5.75632095,
13260,58,188,58-188,Leaf,,,,,0.0948603526,8.20492268,
13261,58,189,58-189,Leaf,,,,,-0.0769778192,71.5309982,
13262,58,190,58-190,Leaf,,,,,-0.0178162269,5.05061102,
13263,58,191,58-191,Leaf,,,,,-0.0394224823,18.3967323,
13264,58,192,58-192,Leaf,,,,,0.0811080039,5.00716829,
13265,58,193,58-193,Leaf,,,,,0.199597105,3.26063943,
13266,58,194,58-194,Leaf,,,,,0.0327297151,54.1286812,
13267,58,195,58-195,Leaf,,,,,-0.0881261006,5.66979551,
13268,58,196,58-196,Leaf,,,,,-0.00918286946,3.26172328,
13269,58,197,58-197,Leaf,,,,,0.0417102389,3.21061325,
13270,58,198,58-198,Leaf,,,,,-0.0716161504,22.0213318,
13271,58,199,58-199,Leaf,,,,,-0.0500474945,14.2289162,
13272,58,200,58-200,Leaf,,,,,0.0211343896,20.1988373,
13273,59,0,59-0,12MoInterestAvg,0.0647727251,59-1,59-2,59-1,337.612488,13728.6943,
13274,59,1,59-1,AM04_backfill,0.5,59-3,59-4,59-3,54.3632812,3586.24731,
13275,59,2,59-2,AM04_backfill,0.5,59-5,59-6,59-5,25.6061306,10142.4473,
13276,59,3,59-3,GO152_backfill,1.5,59-7,59-8,59-7,43.5203247,2284.32788,
13277,59,4,59-4,AT07_backfill,3.5,59-9,59-10,59-10,18.3672791,1301.91931,
13278,59,5,59-5,InterestBalance,44.2350006,59-11,59-12,59-12,12.9205046,8100.2417,
13279,59,6,59-6,AT07_backfill,3.5,59-13,59-14,59-14,18.0341072,2042.20557,
13280,59,7,59-7,avg_dpd_last9Mo,2.5,59-15,59-16,59-15,28.9085083,1680.72119,
13281,59,8,59-8,deposits_amount,0.995000005,59-17,59-18,59-18,10.2742882,603.60675,
13282,59,9,59-9,avg_dpd_last9Mo,21.5,59-19,59-20,59-20,8.02227783,1225.41943,
13283,59,10,59-10,last3MonthUtilization,0.258208007,59-21,59-22,59-22,6.21852922,76.4999466,
13284,59,11,59-11,AT07_backfill,2.5,59-23,59-24,59-24,15.2091599,6614.57129,
13285,59,12,59-12,deposits_amount,245.36499,59-25,59-26,59-26,19.4415989,1485.67041,
13286,59,13,59-13,avg_dpd_last9Mo,24.5,59-27,59-28,59-28,17.0845261,1734.55615,
13287,59,14,59-14,12MoInterestAvg,1.83857143,59-29,59-30,59-30,6.40227795,307.649414,
13288,59,15,59-15,utilization,0.17385,59-31,59-32,59-32,12.2286682,1526.72705,
13289,59,16,59-16,12MoInterestAvg,0.010416666,59-33,59-34,59-33,8.28586578,153.99411,
13290,59,17,59-17,utilization,0.530799985,59-35,59-36,59-36,4.70701504,67.1718292,
13291,59,18,59-18,last3MonthUtilization,-1.22500005e-05,59-37,59-38,59-38,3.93385983,536.434937,
13292,59,19,59-19,utilization,0.51335001,59-39,59-40,59-40,5.99017334,1165.04504,
13293,59,20,59-20,AT07_backfill,0.5,59-41,59-42,59-42,4.78754711,60.3743858,
13294,59,21,59-21,GO21_backfill,5.5,59-43,59-44,59-44,4.3204217,70.5679321,
13295,59,22,59-22,Leaf,,,,,0.0836221874,5.9320178,
13296,59,23,59-23,avg_dpd_last9Mo,57.5,59-45,59-46,59-46,13.7973518,4691.19287,
13297,59,24,59-24,GO21_backfill,31.5,59-47,59-48,59-48,11.175355,1923.37817,
13298,59,25,59-25,12MoInterestAvg,25.5304165,59-49,59-50,59-50,12.8938427,752.109314,
13299,59,26,59-26,InterestBalance,118.759995,59-51,59-52,59-52,5.43642521,733.561096,
13300,59,27,59-27,utilization,0.954649985,59-53,59-54,59-54,15.3609772,1252.99365,
13301,59,28,59-28,12MoInterestAvg,0.282083333,59-55,59-56,59-56,6.99717999,481.562531,
13302,59,29,59-29,GO21_backfill,6.5,59-57,59-58,59-58,6.80160856,16.5408459,
13303,59,30,59-30,GO152_backfill,3.5,59-59,59-60,59-60,7.96715307,291.108582,
13304,59,31,59-31,last3MonthUtilization,-5.64583315e-05,59-61,59-62,59-62,9.32319641,1119.77612,
13305,59,32,59-32,last3MonthUtilization,0.121774003,59-63,59-64,59-64,9.69331741,406.950928,
13306,59,33,59-33,utilization,4.99999987e-05,59-65,59-66,59-66,9.23972321,137.46727,
13307,59,34,59-34,12MoInterestAvg,0.0495833345,59-67,59-68,59-68,3.16188383,16.5268517,
13308,59,35,59-35,last3MonthUtilization,0.155911043,59-69,59-70,59-70,8.20043468,55.9092369,
13309,59,36,59-36,last3MonthUtilization,0.331666648,59-71,59-72,59-72,3.74584007,11.2625933,
13310,59,37,59-37,last3MonthUtilization,-5.79166663e-05,59-73,59-74,59-74,16.428318,99.2197037,
13311,59,38,59-38,deposits_amount,2949.51001,59-75,59-76,59-75,5.08080006,437.21521,
13312,59,39,59-39,deposits_amount,0.00499999989,59-77,59-78,59-77,6.70709229,1146.18823,
13313,59,40,59-40,last3MonthUtilization,0.427609712,59-79,59-80,59-80,7.35677147,18.8567371,
13314,59,41,59-41,last3MonthUtilization,-0.000308541668,59-81,59-82,59-82,7.34505367,18.8869762,
13315,59,42,59-42,max_dpd_last6Mo,24.5,59-83,59-84,59-84,2.488204,41.4874115,
13316,59,43,59-43,avg_dpd_last9Mo,11.5,59-85,59-86,59-86,3.40714216,49.197834,
13317,59,44,59-44,AT07_backfill,7.5,59-87,59-88,59-88,6.72884464,21.3700962,
13318,59,45,59-45,deposits_amount,35.0100021,59-89,59-90,59-90,10.3558731,4029.39673,
13319,59,46,59-46,max_dpd_last6Mo,0.5,59-91,59-92,59-92,9.39893532,661.796326,
13320,59,47,59-47,GO152_backfill,16.5,59-93,59-94,59-94,9.11509514,1916.72375,
13321,59,48,59-48,Leaf,,,,,0.126154989,6.65436172,
13322,59,49,59-49,avg_dpd_last9Mo,38.5,59-95,59-96,59-96,13.333992,138.018311,
13323,59,50,59-50,InterestBalance,44.5650024,59-97,59-98,59-98,12.9143648,614.091003,
13324,59,51,59-51,InterestBalance,97.5550003,59-99,59-100,59-100,6.92958164,634.006165,
13325,59,52,59-52,12MoInterestAvg,68.5851517,59-101,59-102,59-102,7.62330723,99.5549393,
13326,59,53,59-53,deposits_amount,1.04499996,59-103,59-104,59-104,8.71837616,947.15094,
13327,59,54,59-54,InterestBalance,20.4249992,59-105,59-106,59-106,5.85389185,305.842651,
13328,59,55,59-55,avg_dpd_last3Mo,61.5,59-107,59-108,59-108,0.394762039,11.0412197,
13329,59,56,59-56,deposits_amount,85.0050049,59-109,59-110,59-110,7.28842878,470.521332,
13330,59,57,59-57,Leaf,,,,,-0.0826647505,12.7635946,
13331,59,58,59-58,Leaf,,,,,0.0581210926,3.77725029,
13332,59,59,59-59,12MoInterestAvg,4.06500006,59-111,59-112,59-112,9.65876865,108.697571,
13333,59,60,59-60,GO21_backfill,8.5,59-113,59-114,59-114,6.12631464,182.411011,
13334,59,61,59-61,last3MonthUtilization,-7.40833348e-05,59-115,59-116,59-116,3.90639973,162.623093,
13335,59,62,59-62,AT07_backfill,1.5,59-117,59-118,59-118,7.63052368,957.153015,
13336,59,63,59-63,AT07_backfill,0.5,59-119,59-120,59-120,7.81177092,9.61293602,
13337,59,64,59-64,utilization,0.404100001,59-121,59-122,59-121,4.67380905,397.337982,
13338,59,65,59-65,last3MonthUtilization,0.156362236,59-123,59-124,59-124,3.75253105,113.87265,
13339,59,66,59-66,last3MonthUtilization,0.0138370832,59-125,59-126,59-126,17.34412,23.594614,
13340,59,67,59-67,last3MonthUtilization,0.00844972208,59-127,59-128,59-128,0.36190033,12.7710676,
13341,59,68,59-68,Leaf,,,,,0.0166057013,3.75578451,
13342,59,69,59-69,AT07_backfill,6.5,59-129,59-130,59-130,5.79454517,48.3538666,
13343,59,70,59-70,Leaf,,,,,-0.0728515908,7.55536747,
13344,59,71,59-71,Leaf,,,,,0.126049042,7.18302965,
13345,59,72,59-72,Leaf,,,,,0.00695020799,4.07956362,
13346,59,73,59-73,last3MonthUtilization,-0.0130633339,59-133,59-134,59-134,5.13930225,94.300972,
13347,59,74,59-74,Leaf,,,,,0.169002444,4.91872978,
13348,59,75,59-75,deposits_amount,2225.26514,59-135,59-136,59-135,3.01037121,429.836456,
13349,59,76,59-76,deposits_amount,3813.55518,59-137,59-138,59-138,1.46493387,7.37874317,
13350,59,77,59-77,utilization,0.00164999999,59-139,59-140,59-140,15.1793213,953.521179,
13351,59,78,59-78,AT07_backfill,1.5,59-141,59-142,59-142,2.85518646,192.667114,
13352,59,79,59-79,deposits_amount,110.074997,59-143,59-144,59-143,3.33406019,8.76681042,
13353,59,80,59-80,GO152_backfill,2.5,59-145,59-146,59-146,0.686768532,10.0899267,
13354,59,81,59-81,Leaf,,,,,0.136921659,3.20773578,
13355,59,82,59-82,max_dpd_last6Mo,70.5,59-147,59-148,59-148,1.74349868,15.6792402,
13356,59,83,59-83,last3MonthUtilization,-6.24999984e-07,59-149,59-150,59-150,5.27403355,14.9180107,
13357,59,84,59-84,last3MonthUtilization,0.0138928331,59-151,59-152,59-152,2.96233082,26.5694008,
13358,59,85,59-85,last3MonthUtilization,-0.00103733339,59-153,59-154,59-154,2.21493721,44.7154503,
13359,59,86,59-86,Leaf,,,,,0.0444549248,4.48238468,
13360,59,87,59-87,last3MonthUtilization,0.00449458323,59-155,59-156,59-156,2.46212149,16.3798828,
13361,59,88,59-88,Leaf,,,,,-0.0713450089,4.99021387,
13362,59,89,59-89,avg_dpd_last9Mo,0.5,59-157,59-158,59-158,13.7878418,1228.04773,
13363,59,90,59-90,amountOverLimit,107.279999,59-159,59-160,59-160,9.81480598,2801.34888,
13364,59,91,59-91,12MoInterestAvg,8.69687462,59-161,59-162,59-162,9.16373253,7.1918745,
13365,59,92,59-92,avg_dpd_last3Mo,26.5,59-163,59-164,59-164,6.69337082,654.604431,
13366,59,93,59-93,max_dpd_last6Mo,99.5,59-165,59-166,59-166,7.06384993,1903.47937,
13367,59,94,59-94,AT07_backfill,6.5,59-167,59-168,59-168,2.70423698,13.2443857,
13368,59,95,59-95,avg_dpd_last9Mo,5.5,59-169,59-170,59-170,8.72976303,131.799591,
13369,59,96,59-96,12MoInterestAvg,16.0341434,59-171,59-172,59-172,0.457154751,6.21872902,
13370,59,97,59-97,utilization,0.974749982,59-173,59-174,59-174,6.20347404,17.9390221,
13371,59,98,59-98,InterestBalance,86.2799988,59-175,59-176,59-176,11.6158886,596.151978,
13372,59,99,59-99,InterestBalance,96.7549973,59-177,59-178,59-178,7.29471064,558.816223,
13373,59,100,59-100,InterestBalance,107.494995,59-179,59-180,59-180,5.51493549,75.1899261,
13374,59,101,59-101,InterestBalance,135.950012,59-181,59-182,59-182,9.78318977,44.1181755,
13375,59,102,59-102,deposits_amount,435.109985,59-183,59-184,59-184,6.14596462,55.4367638,
13376,59,103,59-103,InterestBalance,0.175000012,59-185,59-186,59-186,8.77019978,207.866699,
13377,59,104,59-104,utilization,0.0894500017,59-187,59-188,59-188,12.4961777,739.284241,
13378,59,105,59-105,deposits_amount,548.5,59-189,59-190,59-190,6.46860266,118.328537,
13379,59,106,59-106,12MoInterestAvg,52.9595833,59-191,59-192,59-192,8.64906788,187.51413,
13380,59,107,59-107,Leaf,,,,,-0.0925919339,6.5779953,
13381,59,108,59-108,Leaf,,,,,-0.0386091694,4.46322441,
13382,59,109,59-109,InterestBalance,17.0849991,59-193,59-194,59-194,5.77002287,264.277435,
13383,59,110,59-110,utilization,1.10815001,59-195,59-196,59-196,7.93887806,206.243896,
13384,59,111,59-111,avg_dpd_last9Mo,4.5,59-197,59-198,59-198,2.58975983,10.1111002,
13385,59,112,59-112,last3MonthUtilization,1.01984048,59-199,59-200,59-200,6.148592,98.5864639,
13386,59,113,59-113,deposits_amount,1050.375,59-201,59-202,59-202,5.83949471,116.039955,
13387,59,114,59-114,GO152_backfill,6.5,59-203,59-204,59-204,4.07178211,66.371048,
13388,59,115,59-115,Leaf,,,,,-0.026726706,159.604034,
13389,59,116,59-116,Leaf,,,,,0.0738420859,3.01906013,
13390,59,117,59-117,Leaf,,,,,-0.0538434461,843.136841,
13391,59,118,59-118,Leaf,,,,,-0.0259321034,114.016205,
13392,59,119,59-119,Leaf,,,,,-0.0272993185,4.43982363,
13393,59,120,59-120,Leaf,,,,,0.141488701,5.17311287,
13394,59,121,59-121,Leaf,,,,,-0.032921087,348.579132,
13395,59,122,59-122,Leaf,,,,,0.000125608538,48.7588615,
13396,59,123,59-123,Leaf,,,,,-0.00365900062,109.713776,
13397,59,124,59-124,Leaf,,,,,0.0835928619,4.15887213,
13398,59,125,59-125,Leaf,,,,,0.175746873,8.27482319,
13399,59,126,59-126,Leaf,,,,,0.00232483447,15.3197899,
13400,59,127,59-127,Leaf,,,,,-0.0952935219,9.05593014,
13401,59,128,59-128,Leaf,,,,,-0.0393392444,3.7151382,
13402,59,129,59-129,Leaf,,,,,0.043385148,44.917305,
13403,59,130,59-130,Leaf,,,,,-0.0774171129,3.43656373,
13404,59,133,59-133,Leaf,,,,,-0.0367580019,29.3430519,
13405,59,134,59-134,Leaf,,,,,0.0129739298,64.9579239,
13406,59,135,59-135,Leaf,,,,,-0.0150322141,424.756592,
13407,59,136,59-136,Leaf,,,,,-0.0862015039,5.07987404,
13408,59,137,59-137,Leaf,,,,,0.103304803,3.35415268,
13409,59,138,59-138,Leaf,,,,,0.0150640411,4.02459049,
13410,59,139,59-139,Leaf,,,,,-0.0596284233,905.176575,
13411,59,140,59-140,Leaf,,,,,-0.00207531662,48.3445892,
13412,59,141,59-141,Leaf,,,,,-0.0837758183,156.21077,
13413,59,142,59-142,Leaf,,,,,-0.0499778502,36.4563446,
13414,59,143,59-143,Leaf,,,,,0.111189008,4.5421958,
13415,59,144,59-144,Leaf,,,,,-0.00550528755,4.2246151,
13416,59,145,59-145,Leaf,,,,,-0.0754349083,6.78841543,
13417,59,146,59-146,Leaf,,,,,-0.0152186975,3.30151105,
13418,59,147,59-147,Leaf,,,,,-0.027787894,12.6451569,
13419,59,148,59-148,Leaf,,,,,0.0473007411,3.0340836,
13420,59,149,59-149,Leaf,,,,,-0.0835856795,4.81857157,
13421,59,150,59-150,Leaf,,,,,0.034003865,10.0994396,
13422,59,151,59-151,Leaf,,,,,-0.0716845915,22.5480576,
13423,59,152,59-152,Leaf,,,,,0.0174401943,4.02134323,
13424,59,153,59-153,Leaf,,,,,0.0216438342,4.61822176,
13425,59,154,59-154,Leaf,,,,,-0.0476445705,40.097229,
13426,59,155,59-155,Leaf,,,,,0.073269099,12.181881,
13427,59,156,59-156,Leaf,,,,,-0.0121067669,4.19800091,
13428,59,157,59-157,Leaf,,,,,0.0225795936,228.15477,
13429,59,158,59-158,Leaf,,,,,-0.00461303536,999.893005,
13430,59,159,59-159,Leaf,,,,,-0.0119545124,2654.07715,
13431,59,160,59-160,Leaf,,,,,0.014497458,147.271805,
13432,59,161,59-161,Leaf,,,,,0.204797894,3.75506663,
13433,59,162,59-162,Leaf,,,,,-0.00744426018,3.43680811,
13434,59,163,59-163,Leaf,,,,,-0.0102928197,165.827744,
13435,59,164,59-164,Leaf,,,,,0.0129078701,488.776703,
13436,59,165,59-165,Leaf,,,,,0.00459158607,1847.83386,
13437,59,166,59-166,Leaf,,,,,0.0404498428,55.6456223,
13438,59,167,59-167,Leaf,,,,,-0.0353749059,8.78151321,
13439,59,168,59-168,Leaf,,,,,-0.131292105,4.46287251,
13440,59,169,59-169,Leaf,,,,,0.0289955046,69.2240906,
13441,59,170,59-170,Leaf,,,,,0.0809891373,62.5754967,
13442,59,171,59-171,Leaf,,,,,-0.112009227,3.21129155,
13443,59,172,59-172,Leaf,,,,,-0.0382915661,3.00743723,
13444,59,173,59-173,Leaf,,,,,0.0299759395,8.88073921,
13445,59,174,59-174,Leaf,,,,,0.14895761,9.05828381,
13446,59,175,59-175,Leaf,,,,,0.00482628029,504.482697,
13447,59,176,59-176,Leaf,,,,,0.0433589481,91.6692886,
13448,59,177,59-177,Leaf,,,,,-0.00372536411,555.755127,
13449,59,178,59-178,Leaf,,,,,0.130793616,3.06108856,
13450,59,179,59-179,Leaf,,,,,-0.059097331,41.1453209,
13451,59,180,59-180,Leaf,,,,,-0.00482842466,34.0446091,
13452,59,181,59-181,Leaf,,,,,0.0909359977,23.8803959,
13453,59,182,59-182,Leaf,,,,,-0.00256843935,20.2377777,
13454,59,183,59-183,Leaf,,,,,-0.049161505,20.0954609,
13455,59,184,59-184,Leaf,,,,,0.0187172741,35.3413048,
13456,59,185,59-185,Leaf,,,,,-0.0377936624,75.3738632,
13457,59,186,59-186,Leaf,,,,,0.00472331746,132.492844,
13458,59,187,59-187,Leaf,,,,,-0.0589181893,158.430023,
13459,59,188,59-188,Leaf,,,,,-0.0271720476,580.854187,
13460,59,189,59-189,Leaf,,,,,-0.0278070476,108.058533,
13461,59,190,59-190,Leaf,,,,,0.0520277508,10.2700043,
13462,59,191,59-191,Leaf,,,,,0.021083802,135.495621,
13463,59,192,59-192,Leaf,,,,,-0.0265246928,52.0185165,
13464,59,193,59-193,Leaf,,,,,0.00404968532,201.328415,
13465,59,194,59-194,Leaf,,,,,0.0385548994,62.9490166,
13466,59,195,59-195,Leaf,,,,,-0.0058774217,185.299545,
13467,59,196,59-196,Leaf,,,,,-0.0695325509,20.9443474,
13468,59,197,59-197,Leaf,,,,,0.16276218,5.90782166,
13469,59,198,59-198,Leaf,,,,,0.0469351783,4.20327854,
13470,59,199,59-199,Leaf,,,,,0.0312485937,91.7540131,
13471,59,200,59-200,Leaf,,,,,-0.0614541173,6.83245564,
13472,59,201,59-201,Leaf,,,,,-0.00749399886,109.499817,
13473,59,202,59-202,Leaf,,,,,-0.0985891819,6.54013872,
13474,59,203,59-203,Leaf,,,,,0.0817970484,9.49228954,
13475,59,204,59-204,Leaf,,,,,0.0136030139,56.8787613,
13476,60,0,60-0,last_nonNull_CVSC100,765.5,60-1,60-2,60-2,404.302307,13570.4404,
13477,60,1,60-1,utilization,0.00425000023,60-3,60-4,60-4,25.5356617,11136.1777,
13478,60,2,60-2,InterestBalance,0.00499999989,60-5,60-6,60-6,60.0620117,2434.2627,
13479,60,3,60-3,last_nonNull_CVSC100,733.5,60-7,60-8,60-8,20.784687,1471.64917,
13480,60,4,60-4,RE28_backfill,238943.5,60-9,60-10,60-10,15.2099085,9664.52832,
13481,60,5,60-5,last_nonNull_CVSC100,841.5,60-11,60-12,60-12,18.4712524,1806.15674,
13482,60,6,60-6,GO152_backfill,1.5,60-13,60-14,60-13,8.89252281,628.105957,
13483,60,7,60-7,last_nonNull_CVSC100,483.5,60-15,60-16,60-16,9.93301582,1109.35413,
13484,60,8,60-8,avg_dpd_last3Mo,12.5,60-17,60-18,60-18,6.46865463,362.295013,
13485,60,9,60-9,avg_dpd_last3Mo,0.5,60-19,60-20,60-20,14.984807,9556.08887,
13486,60,10,60-10,AT07_backfill,7.5,60-21,60-22,60-22,6.96690559,108.439209,
13487,60,11,60-11,avg_dpd_last3Mo,2.5,60-23,60-24,60-24,14.1478271,1144.07336,
13488,60,12,60-12,max_dpd_last6Mo,6.5,60-25,60-26,60-26,6.29974365,662.083435,
13489,60,13,60-13,last3MonthUtilization,0.00412888918,60-27,60-28,60-28,8.43497086,576.952698,
13490,60,14,60-14,last3MonthUtilization,0.0386403762,60-29,60-30,60-30,7.12372494,51.1532784,
13491,60,15,60-15,Leaf,,,,,-0.0896434411,13.8394194,
13492,60,16,60-16,last3MonthUtilization,2.69444445e-05,60-31,60-32,60-32,8.64335823,1095.51477,
13493,60,17,60-17,3MoInterestAvg,8.90333366,60-33,60-34,60-33,4.43986511,328.035675,
13494,60,18,60-18,utilization,-0.000250000012,60-35,60-36,60-36,5.20187712,34.2593422,
13495,60,19,60-19,RE28_backfill,189417.0,60-37,60-38,60-38,20.5405159,3966.55322,
13496,60,20,60-20,last3MonthUtilization,1.05458593,60-39,60-40,60-40,15.0329561,5589.53613,
13497,60,21,60-21,last3MonthUtilization,0.0275205001,60-41,60-42,60-42,6.42448997,105.234123,
13498,60,22,60-22,Leaf,,,,,0.089787595,3.20508409,
13499,60,23,60-23,max_dpd_last6Mo,22.5,60-43,60-44,60-44,10.7831116,1068.16345,
13500,60,24,60-24,utilization,0.000149999993,60-45,60-46,60-46,14.4718466,75.9099274,
13501,60,25,60-25,3MoInterestAvg,5.28666687,60-47,60-48,60-47,1.55883789,629.229736,
13502,60,26,60-26,AM04_backfill,0.5,60-49,60-50,60-50,6.06667519,32.8537254,
13503,60,27,60-27,last3MonthUtilization,0.00371180568,60-51,60-52,60-52,7.89624119,35.9677505,
13504,60,28,60-28,RE28_backfill,386380.0,60-53,60-54,60-53,4.04976654,540.984924,
13505,60,29,60-29,max_dpd_last6Mo,39.5,60-55,60-56,60-56,7.42722607,18.1174927,
13506,60,30,60-30,last3MonthUtilization,0.0687762499,60-57,60-58,60-58,7.57898521,33.0357857,
13507,60,31,60-31,last_nonNull_CVSC100,685.5,60-59,60-60,60-60,10.9635267,733.373108,
13508,60,32,60-32,last3MonthUtilization,0.627191365,60-61,60-62,60-62,11.0573921,362.141663,
13509,60,33,60-33,last3MonthUtilization,0.00582916662,60-63,60-64,60-64,2.74615097,324.763977,
13510,60,34,60-34,Leaf,,,,,0.0630007088,3.27169824,
13511,60,35,60-35,Leaf,,,,,0.0933597609,4.64563704,
13512,60,36,60-36,last3MonthUtilization,0.00101666665,60-65,60-66,60-66,9.4856596,29.6137047,
13513,60,37,60-37,last3MonthUtilization,1.03625,60-67,60-68,60-68,18.1124878,3940.69336,
13514,60,38,60-38,utilization,0.772350013,60-69,60-70,60-70,14.4578972,25.8598804,
13515,60,39,60-39,last_nonNull_CVSC100,480.5,60-71,60-72,60-72,10.7673969,4878.95801,
13516,60,40,60-40,avg_dpd_last3Mo,84.5,60-73,60-74,60-74,10.1030359,710.577759,
13517,60,41,60-41,last3MonthUtilization,0.0104753338,60-75,60-76,60-76,5.06062412,12.8397379,
13518,60,42,60-42,3MoInterestAvg,80.4550018,60-77,60-78,60-78,5.52651596,92.3943863,
13519,60,43,60-43,utilization,0.586349964,60-79,60-80,60-80,7.97824097,1055.36292,
13520,60,44,60-44,12MoInterestAvg,0.529166698,60-81,60-82,60-81,9.05821419,12.8005095,
13521,60,45,60-45,max_dpd_last6Mo,35.5,60-83,60-84,60-84,4.10061646,39.5047493,
13522,60,46,60-46,3MoInterestAvg,13.0066662,60-85,60-86,60-86,19.6303501,36.4051819,
13523,60,47,60-47,last3MonthUtilization,0.00253236108,60-87,60-88,60-88,1.08215332,626.210815,
13524,60,48,60-48,Leaf,,,,,-0.000794126769,3.01889563,
13525,60,49,60-49,RE28_backfill,160650.0,60-89,60-90,60-90,8.2945528,9.9880743,
13526,60,50,60-50,last3MonthUtilization,0.0540925562,60-91,60-92,60-92,4.63640261,22.8656502,
13527,60,51,60-51,RE28_backfill,143891.5,60-93,60-94,60-94,7.59692192,32.770462,
13528,60,52,60-52,Leaf,,,,,0.150847405,3.19728971,
13529,60,53,60-53,RE28_backfill,354771.5,60-95,60-96,60-95,5.77112579,524.06604,
13530,60,54,60-54,last3MonthUtilization,0.0266532637,60-97,60-98,60-98,1.13947201,16.9189281,
13531,60,55,60-55,12MoInterestAvg,0.721666694,60-99,60-100,60-100,1.54234028,14.7713594,
13532,60,56,60-56,Leaf,,,,,0.0871557817,3.34613299,
